,id,carat,x,y,z,price,cut_encoded,color_encoded,clarity_encoded
3912,3912,-0.5706323189574342,-0.4808403827741188,-0.4589680815721474,-0.4878140646099142,7.668,2,2,4
3913,3913,0.08753399905581005,0.09975850250227504,0.15258158141984565,0.26578933558862944,7.85,4,1,2
3914,3914,-0.8490872996553454,-0.847064295025383,-0.8726634418314365,-0.8501233916284447,7.115,2,3,6
3915,3915,-0.5959464081117898,-0.5880278692866839,-0.539908478144617,-0.5892606761751031,7.38,4,2,4
3916,3916,-0.8744013888097008,-0.900658038281666,-0.9446104610069651,-0.9225852570321512,6.782,3,1,2
3917,3917,1.2772961893105208,1.064445881115361,1.1058795854955983,0.9469308703834671,8.888,3,4,5
3918,3918,-0.8744013888097008,-0.8738611666535245,-0.8636700644344956,-0.8356310185477038,6.292,2,4,3
3919,3919,0.8975848519951877,0.9125969418892272,0.818091508793484,0.8164995126567951,8.666,3,4,5
3920,3920,0.6697580496059876,0.5910344823515316,0.6831908478393685,0.6425910356879009,8.568,2,1,2
3921,3921,-0.8744013888097008,-0.8917257477389516,-0.8636700644344956,-0.9225852570321512,7.104,4,2,1
3922,3922,0.3913030689080766,0.4213209620399706,0.44936303551890094,0.4396978125575236,8.223,2,5,4
3923,3923,2.365802022947809,1.7611645434470344,1.852329909441707,1.657057151339786,9.374,2,1,3
3924,3924,-0.11497871417903449,-0.03422585563843086,-0.00030583432815241415,-0.1399971106721252,7.505,4,6,2
3925,3925,-1.026285923735834,-1.1507621734776508,-1.1784382733274326,-1.038524241678081,6.535,1,4,5
3926,3926,-0.8237732105009897,-0.7398768085128178,-0.7287694034803792,-0.8646157647091863,7.062,4,1,7
3927,3927,0.3913030689080766,0.4034563809545427,0.3594292615494898,0.4396978125575236,8.533,2,3,4
3928,3928,0.8975848519951877,0.7696802932058069,0.8001047539996022,0.7875147664953133,8.617,4,5,5
3929,3929,-1.0516000128901897,-1.1954236261912201,-1.1784382733274326,-1.0820013609203045,6.198,1,0,3
3930,3930,-1.0009718345814786,-1.0793038491359412,-1.052530989770258,-1.0240318685973395,6.468,2,0,2
3931,3931,-0.5959464081117898,-0.4987049638595467,-0.4589680815721474,-0.5312911838521382,7.211,2,4,2
3932,3932,0.6697580496059876,0.5017115769243943,0.5482901868852521,0.6425910356879009,8.286,4,3,3
3933,3933,-1.1275422803532562,-1.2847465316183573,-1.259378669899902,-1.168955599404752,5.976,1,2,3
3934,3934,-0.7984591213466342,-0.7934705517691009,-0.7737362904650844,-0.7486767800632564,6.507,2,5,2
3935,3935,-0.5453182298030786,-0.4987049638595467,-0.4949415911599117,-0.4588293184484317,7.501,2,0,5
3936,3936,1.3532384567735873,1.064445881115361,0.9439987923506594,1.2077935858368087,8.521,1,4,3
3937,3937,-0.8490872996553454,-0.811335132854528,-0.845683309640613,-0.9370776301128921,7.083,3,2,7
3938,3938,-0.7225168538835675,-0.6952153557992492,-0.6838025164956741,-0.6472301684980681,6.795,2,5,5
3939,3939,-0.39343369487694546,-0.27539770029170274,-0.3150740432210902,-0.31390558764102,7.541,2,1,5
3940,3940,-1.1275422803532562,-1.3204756937892124,-1.3043455568846072,-1.2704022109699402,6.672,2,2,6
3941,3941,1.1760398326930983,1.1448364959997848,1.1238663402894808,0.8309918857375372,8.811,3,4,5
3942,3942,0.6697580496059876,0.6803573877786696,0.6472173382516042,0.5701291702841951,8.598,4,0,2
3943,3943,1.1254116543843873,0.9929875567736509,1.024939188923129,0.9469308703834671,9.218,2,0,4
3944,3944,2.1886033988673206,1.6003833136781862,1.6544756067090038,1.5845952859360803,9.31,2,4,5
3945,3945,-0.24154915995081205,-0.11461647052285535,-0.15319325007615128,-0.12550473759138364,7.653,2,4,4
3946,3946,0.41661715806243216,0.4213209620399706,0.4943299225036061,0.3962206933153002,8.546,4,1,5
3947,3947,-0.3681196057225899,-0.1860747948645655,-0.22514026925167907,-0.3428903338025025,7.437,3,1,2
3948,3948,-0.8237732105009897,-0.8024028423118144,-0.8007164226559079,-0.8066462723862213,7.031,4,2,7
3949,3949,-0.11497871417903449,-0.007428984010290161,-0.09923298569450444,0.1063732317004755,7.815,1,4,7
3950,3950,-1.1275422803532562,-1.2132882072766473,-1.1874316507243734,-1.3573564494543877,6.489,3,1,5
3951,3951,0.21410444482758761,0.3587949282409741,0.3504358841525489,0.12086560478121705,7.715,3,6,3
3952,3952,1.201353921847454,0.9661906851455094,0.9260120375567769,0.975915616544949,8.798,3,4,2
3953,3953,0.6950721387603431,0.6535605161505281,0.6112438286638399,0.6425910356879009,9.065,3,3,1
3954,3954,0.3913030689080766,0.546373029637963,0.5213100546944287,0.22231221634640538,8.123,3,4,3
3955,3955,0.6950721387603431,0.635695935065101,0.5572835642821931,0.6715757818493834,8.494,3,2,2
3956,3956,0.9228989411495433,0.82327403646209,0.86305839577819,0.8454842588182782,8.575,2,3,3
3957,3957,0.6950721387603431,0.6714250972359561,0.7281577348240736,0.62809866260716,8.56,1,0,2
3958,3958,-0.08966462502467892,0.17121682684398518,0.0986213170381988,-0.009565752945454387,8.194,3,0,7
3959,3959,-1.1275422803532562,-1.2668819505329303,-1.2953521794876663,-1.2124327186469754,6.815,2,0,5
3960,3960,0.644443960451632,0.635695935065101,0.5662769416791347,0.6570834087686425,8.56,3,2,2
3961,3961,-0.24154915995081205,-0.03422585563843086,-0.09923298569450444,-0.21245897607583103,7.445,3,3,2
3962,3962,-1.254112726125034,-1.4544600519299191,-1.4842131048234288,-1.5022801802618,6.607,3,2,1
3963,3963,0.41661715806243216,0.38559179986911557,0.4583564129158418,0.45419018563826513,8.207,4,6,4
3964,3964,-1.0769141020445452,-1.2490173694475024,-1.2144117829151968,-1.2559098378891993,6.33,3,4,4
3965,3965,-0.8744013888097008,-0.8827934571962381,-0.8816568192283774,-0.9225852570321512,6.649,3,0,2
3966,3966,-1.0516000128901897,-1.1418298829349371,-1.1874316507243734,-1.1544632263240104,6.323,2,3,3
3967,3967,-0.8490872996553454,-0.900658038281666,-0.8726634418314365,-0.8646157647091863,7.079,2,1,7
3968,3968,-0.7731450321922786,-0.7577413895982458,-0.7377627808773202,-0.7341844069825155,7.15,2,1,7
3969,3969,-0.3428055165682343,0.010435597075137769,-0.2161468918547382,-0.38636745304472586,7.068,0,6,5
3970,3970,-0.06435053587032336,0.04616475924599284,0.07164118484737539,-0.03855049910693686,7.84,2,5,4
3971,3971,2.0873470422498985,1.5021281177083354,1.546555077945711,1.5556105397745985,9.115,2,5,2
3972,3972,0.644443960451632,0.5910344823515316,0.5572835642821931,0.6715757818493834,8.329,3,6,4
3973,3973,-0.6212604972661453,-0.6148247409148255,-0.6478290069079098,-0.5747683030943617,6.908,3,3,3
3974,3974,-1.1275422803532562,-1.3026111127037854,-1.367299198663195,-1.2559098378891993,6.515,3,4,4
3975,3975,0.9735271194582539,0.9751229756882237,0.9260120375567769,0.7585300203338301,9.451,3,2,1
3976,3976,1.9101484181694093,1.4128052122811974,1.492594813564064,1.4541639282094094,8.596,2,5,0
3977,3977,-0.3428055165682343,-0.34685602463341286,-0.30608066582414933,-0.25593609531805506,7.498,4,2,5
3978,3978,-1.1022281911989007,-1.2043559167339337,-1.2503852925029613,-1.2704022109699402,6.953,3,4,1
3979,3979,0.16347626651887676,0.1622845363012716,0.14358820402290398,0.33825120099233524,7.865,1,0,3
3980,3980,0.6950721387603431,0.5642376107233908,0.602250451266899,0.6715757818493834,9.169,4,3,7
3981,3981,-0.6212604972661453,-0.5701632882012568,-0.5578952329384986,-0.5457835569328792,7.467,4,0,4
3982,3982,-0.11497871417903449,-0.025293565095717296,-0.05426609870979926,-0.03855049910693686,7.761,3,2,2
3983,3983,3.125224697578475,1.9844718070148784,2.0321974573805286,2.0918283437620238,9.691,3,5,4
3984,3984,1.1507257435387428,0.8768677797183722,0.9529921697476003,1.019392735787173,8.784,4,3,2
3985,3985,1.251982100156165,1.0197844284017923,1.069906075907834,1.0628698550293958,8.56,2,5,3
3986,3986,2.163289309712965,1.5914510231354726,1.5285683231518283,1.5990876590168213,9.153,2,4,3
3987,3987,-0.9250295671184119,-0.9542517815379482,-0.9356170836100234,-0.9225852570321512,6.891,2,0,4
3988,3988,2.062032953095543,1.6271801853063277,1.546555077945711,1.4686563012901503,9.384,3,2,2
3989,3989,-1.0009718345814786,-1.0435746869650864,-1.0345442349763754,-1.053016614758822,6.17,2,6,4
3990,3990,-0.5453182298030786,-0.4808403827741188,-0.4679614589690883,-0.4443369453676908,7.432,2,1,5
3991,3991,-1.0516000128901897,-1.12396530184951,-1.0885044993580222,-1.096493734001046,6.864,4,1,1
3992,3992,-0.8237732105009897,-0.8381320044826694,-0.8187031774497896,-0.8066462723862213,6.771,2,2,5
3993,3993,-1.1275422803532562,-1.2579496599902158,-1.2503852925029613,-1.2559098378891993,6.671,2,3,6
3994,3994,-1.1275422803532562,-1.2400850789047888,-1.2144117829151968,-1.1979403455662345,6.787,2,2,1
3995,3995,-1.0769141020445452,-1.2132882072766473,-1.205418405518256,-1.1979403455662345,6.469,2,2,5
3996,3996,-0.8237732105009897,-0.8024028423118144,-0.791723045258967,-0.8211386454669622,6.498,2,6,4
3997,3997,0.644443960451632,0.46598241475353924,0.4313762807250184,0.7730223934145724,8.764,0,2,4
3998,3998,1.3279243676192318,1.118039624371644,1.1598398498772444,1.0628698550293958,9.534,2,2,7
3999,3999,0.4672453363711433,0.4570501242108257,0.4943299225036061,0.5121596779612301,8.509,3,2,5
4000,4000,0.6697580496059876,0.6178313539796731,0.6921842252363093,0.5701291702841951,8.968,4,3,7
4001,4001,0.9735271194582539,0.8500709080902307,0.8001047539996022,0.9034537511412432,8.356,3,4,2
4002,4002,0.7710144062234099,0.6803573877786696,0.7191643574271328,0.7730223934145724,9.065,2,3,7
4003,4003,1.2266680110018096,1.2073625297987813,1.1508464724803036,0.9469308703834671,8.913,3,4,5
4004,4004,-0.8997154779640563,-0.9631840720806618,-1.0165574801824937,-0.8646157647091863,6.825,1,2,2
4005,4005,-1.1022281911989007,-1.2579496599902158,-1.2503852925029613,-1.168955599404752,6.347,4,0,2
4006,4006,-1.0769141020445452,-1.1775590451057922,-1.1514581411366092,-1.2124327186469754,6.073,2,4,3
4007,4007,0.16347626651887676,0.1890814079294131,0.15258158141984565,0.2802817086693703,7.746,2,4,3
4008,4008,-0.6212604972661453,-0.6058924503721119,-0.584875365129322,-0.4588293184484317,7.27,1,0,2
4009,4009,-0.11497871417903449,-0.09675188943742744,-0.05426609870979926,-0.024058126026195302,7.586,4,5,4
4010,4010,-0.8744013888097008,-0.8917257477389516,-0.9176303288161416,-0.8646157647091863,7.026,2,4,7
4011,4011,0.11284808821016563,0.11762308358770297,0.15258158141984565,0.2802817086693703,7.882,4,4,2
4012,4012,-0.4693759623400119,-0.40938205843240943,-0.3510475528088545,-0.37187507996398494,7.506,3,1,5
4013,4013,0.6697580496059876,0.6088990634369595,0.6652040930454859,0.48317493179974763,8.453,4,0,3
4014,4014,-0.8744013888097008,-0.9631840720806618,-0.953603838403906,-0.8646157647091863,6.433,1,0,3
4015,4015,-0.11497871417903449,-0.20393937594999262,-0.1801733822669739,0.14985035094269952,7.518,0,4,2
4016,4016,2.4164302012565204,1.5467895704219041,1.4746080587701822,1.830965628308681,8.634,0,0,0
4017,4017,-1.0769141020445452,-1.070371558593227,-1.0974978767549632,-1.2414174648084577,6.628,2,0,2
4018,4018,1.935462507323765,1.4306697933666253,1.4026610395946537,1.5121334205323744,8.763,3,2,3
4019,4019,0.5685016929885653,0.4570501242108257,0.5123166772974879,0.584621543364936,8.523,2,0,2
4020,4020,-0.520004140648723,-0.34685602463341286,-0.3960144397935597,-0.5023064376906557,7.444,3,1,5
4021,4021,-1.3553690827424563,-1.6063089911560526,-1.655087275365309,-1.7486505226344007,5.956,3,1,5
4022,4022,2.0114047747868318,1.4931958271656218,1.546555077945711,1.4976410474516335,9.335,2,3,2
4023,4023,-1.2287986369706785,-1.4901892141007742,-1.4842131048234288,-1.4153259417773527,6.395,4,1,6
4024,4024,-0.49469005149436746,-0.3736528962615544,-0.34205417541191363,-0.4733216915291733,7.251,3,2,2
4025,4025,0.7203862279146988,0.5999667728942459,0.6292305834577216,0.7150529010916074,8.362,4,4,3
4026,4026,-1.026285923735834,-1.1150330113067957,-1.0705177445641396,-1.168955599404752,6.439,3,5,6
4027,4027,-0.4440618731856566,-0.38258518680426795,-0.3960144397935597,-0.37187507996398494,7.672,2,3,7
4028,4028,0.6950721387603431,0.6714250972359561,0.6112438286638399,0.6425910356879009,8.425,2,4,2
4029,4029,-0.3681196057225899,-0.2575331192062748,-0.29708728842720766,-0.2414437222373135,7.599,2,0,2
4030,4030,0.8975848519951877,0.7875448742912349,0.8270848861904256,0.8020071395760542,8.799,2,4,4
4031,4031,-1.0516000128901897,-1.1328975923922235,-1.115484631548845,-1.168955599404752,6.687,2,1,7
4032,4032,-0.6718886755748564,-0.6148247409148255,-0.6118554973201455,-0.5747683030943617,6.933,2,4,5
4033,4033,1.5304370808540764,1.269888563597778,1.222793491655832,1.2222859589175497,8.995,3,4,5
4034,4034,-1.0516000128901897,-1.2311527883620752,-1.1964250281213145,-1.1399708532432695,6.361,4,4,4
4035,4035,2.3404879337934537,1.8326228677887446,1.798369645060061,1.5556105397745985,9.328,3,4,2
4036,4036,-0.4693759623400119,-0.3379237340906993,-0.3240674206180311,-0.37187507996398494,7.59,2,3,7
4037,4037,0.9482130303038988,0.9215292324319407,0.970978924541482,0.7295452741723483,8.535,4,3,2
4038,4038,1.9101484181694093,1.4306697933666253,1.3846742848007711,1.3237325704827387,9.192,3,4,2
4039,4039,1.1507257435387428,0.8858000702610856,0.9260120375567769,1.019392735787173,9.296,4,2,7
4040,4040,-1.254112726125034,-1.534850666814343,-1.4932064822203697,-1.5022801802618,6.263,2,3,7
4041,4041,-0.8744013888097008,-0.8649288761108109,-0.845683309640613,-0.9370776301128921,6.92,4,2,7
4042,4042,0.6697580496059876,0.7964771648339485,0.7461444896179554,0.5121596779612301,8.69,3,3,5
4043,4043,-0.5453182298030786,-0.41831434897512304,-0.3960144397935597,-0.4588293184484317,7.414,2,0,5
4044,4044,0.3913030689080766,0.36772721878368764,0.4403696581219593,0.3962206933153002,8.359,3,3,5
4045,4045,-0.4440618731856566,-0.38258518680426795,-0.33306079801497196,-0.3428903338025025,7.757,2,2,6
4046,4046,0.644443960451632,0.5642376107233908,0.4943299225036061,0.7150529010916074,8.168,1,4,3
4047,4047,0.8975848519951877,0.82327403646209,0.8540650183812483,0.8020071395760542,8.724,2,2,2
4048,4048,-0.11497871417903449,0.037232468703278475,0.07164118484737539,-0.06753524526841868,7.746,4,1,2
4049,4049,-0.11497871417903449,0.0015033065324242011,-0.036279343915916716,-0.024058126026195302,7.624,2,6,3
4050,4050,-1.1022281911989007,-1.2222204978193607,-1.2503852925029613,-1.1979403455662345,6.351,3,4,2
4051,4051,1.4798089025453653,1.25202398251235,1.2947405108313608,1.077362228110138,8.805,3,2,3
4052,4052,-1.1275422803532562,-1.311543403246499,-1.3493124438693125,-1.2269250917277168,6.227,4,6,4
4053,4053,-0.8490872996553454,-0.8649288761108109,-0.8906501966253182,-0.8501233916284447,7.125,2,4,1
4054,4054,-1.0516000128901897,-1.1775590451057922,-1.16045151853355,-1.1399708532432695,6.361,4,3,5
4055,4055,0.644443960451632,0.5374407390952494,0.5572835642821931,0.7295452741723483,8.902,4,2,4
4056,4056,0.03690582074709892,0.1622845363012716,0.10761469443513969,0.07738848553899302,7.971,3,1,2
4057,4057,-0.08966462502467892,0.0007559130461524548,0.0022986993409251943,0.001087063722498823,7.664,1,2,3
4058,4058,-0.4693759623400119,-0.3736528962615544,-0.3600409302057954,-0.37187507996398494,7.408,2,1,2
4059,4059,0.7710144062234099,0.7607480026630934,0.7011776026332502,0.6860681549301243,8.876,2,3,4
4060,4060,0.6950721387603431,0.6892896783213832,0.7191643574271328,0.5701291702841951,8.353,4,2,3
4061,4061,-1.026285923735834,-1.1150330113067957,-1.0974978767549632,-1.1254784801625286,6.748,2,4,7
4062,4062,0.6697580496059876,0.5821021918088181,0.4943299225036061,0.7150529010916074,8.353,1,2,3
4063,4063,-0.5453182298030786,-0.4987049638595467,-0.4679614589690883,-0.4733216915291733,7.424,2,1,5
4064,4064,-0.06435053587032336,0.010435597075137769,-0.009299211725094089,-0.08202761834916024,7.936,1,2,4
4065,4065,-0.975657745427123,-1.016777815336945,-1.0615243671671988,-1.038524241678081,6.778,2,1,5
4066,4066,0.6697580496059876,0.4570501242108257,0.503323299900547,0.7295452741723483,8.426,1,1,2
4067,4067,2.0114047747868318,1.5199926987937624,1.4656146813732414,1.4251791820479263,9.245,4,5,4
4068,4068,1.1507257435387428,0.8500709080902307,0.9080252827628952,0.9469308703834671,8.892,4,3,5
4069,4069,-1.1022281911989007,-1.2400850789047888,-1.2144117829151968,-1.183447972485493,6.299,3,3,5
4070,4070,-1.1022281911989007,-1.1686267545630786,-1.259378669899902,-1.3718488225351293,6.479,1,4,4
4071,4071,0.7203862279146988,0.7339511310349519,0.7821179992057197,0.5121596779612301,8.406,4,3,3
4072,4072,-1.1022281911989007,-1.1418298829349371,-1.205418405518256,-1.3138793302121643,6.217,3,4,3
4073,4073,-1.3047409044337452,-1.5705798289851975,-1.5471667466020165,-1.6472039110692125,6.17,4,1,6
4074,4074,-0.4440618731856566,-0.3379237340906993,-0.29708728842720766,-0.38636745304472586,7.455,2,1,5
4075,4075,0.6697580496059876,0.6088990634369595,0.5752703190760756,0.5991139164456775,8.449,3,0,3
4076,4076,0.6697580496059876,0.5731699012661045,0.5303034320913704,0.7295452741723483,8.312,1,4,3
4077,4077,2.3911161121021647,1.7522322529043208,1.7803828902661785,1.657057151339786,9.617,2,0,2
4078,4078,-1.0769141020445452,-1.2222204978193607,-1.205418405518256,-1.183447972485493,6.631,2,0,5
4079,4079,-1.1275422803532562,-1.2668819505329303,-1.3043455568846072,-1.183447972485493,6.564,4,0,2
4080,4080,1.3279243676192318,1.0912427527435025,1.0519193211139524,1.1353317204331028,8.646,2,5,2
4081,4081,-0.6212604972661453,-0.5701632882012568,-0.530915100747676,-0.4878140646099142,7.223,2,4,4
4082,4082,1.1507257435387428,0.9483261040600822,0.9080252827628952,1.1063469742716199,8.695,1,4,2
4083,4083,-1.1022281911989007,-1.2043559167339337,-1.1964250281213145,-1.183447972485493,6.673,2,1,7
4084,4084,-0.11497871417903449,2.0648624218993015,2.113137853952998,2.1497978360849874,9.66,2,5,2
4085,4085,-0.8237732105009897,-0.8559965855680974,-0.8097098000528488,-0.7921538993054799,6.865,2,1,5
4086,4086,-0.8744013888097008,-0.8559965855680974,-0.845683309640613,-0.8501233916284447,7.063,2,2,6
4087,4087,0.7963284953777654,0.9929875567736509,0.9080252827628952,0.49766730488048855,8.309,1,4,2
4088,4088,-1.1275422803532562,-1.275814241075644,-1.268372047296843,-1.2704022109699402,6.045,2,5,2
4089,4089,1.3279243676192318,1.2609562730550634,1.1598398498772444,0.9179461242219841,8.634,3,0,3
4090,4090,-0.08966462502467892,-0.025293565095717296,-0.00030583432815241415,0.00492662013528717,7.686,2,5,2
4091,4091,1.1507257435387428,1.0019198473163644,1.0339325663200698,0.975915616544949,8.701,2,1,3
4092,4092,1.3026102784648763,1.0376490094872195,0.9979590567323054,1.1208393473523608,9.068,3,2,5
4093,4093,-1.1022281911989007,-1.2311527883620752,-1.2234051603121379,-1.2269250917277168,6.465,2,1,5
4094,4094,-0.9250295671184119,-0.9899809437088033,-0.9625972158008468,-0.9370776301128921,6.724,2,4,7
4095,4095,0.6697580496059876,0.7160865499495247,0.7911113766026614,0.6136062895264184,8.482,3,2,2
4096,4096,-0.5959464081117898,-0.48977267331683316,-0.4769548363660292,-0.4878140646099142,7.371,2,1,5
4097,4097,0.9482130303038988,0.9036646513465136,0.9529921697476003,0.7875147664953133,8.723,2,5,2
4098,4098,-0.6212604972661453,-0.5969601598293983,-0.5758819877323812,-0.5312911838521382,6.987,2,6,4
4099,4099,-1.1275422803532562,-1.311543403246499,-1.3403190664723716,-1.2559098378891993,6.738,3,1,5
4100,4100,-0.9503436562727674,-1.0078455247942313,-0.9895773479916702,-0.9950471224358571,6.738,2,1,7
4101,4101,-1.1275422803532562,-1.3383402748746396,-1.313338934281549,-1.2993869571314227,6.528,4,3,7
4102,4102,-0.6212604972661453,-0.5880278692866839,-0.638835629510969,-0.4878140646099142,6.93,4,6,5
4103,4103,-0.8744013888097008,-0.8649288761108109,-0.845683309640613,-0.9370776301128921,6.736,2,5,6
4104,4104,0.7203862279146988,0.5106438674671079,0.4673497903127827,0.8164995126567951,8.263,0,1,3
4105,4105,3.1758528758871862,2.0737947124420164,2.0501842121744103,2.0628435976005406,9.446,2,4,2
4106,4106,0.7457003170690543,0.7160865499495247,0.6202372060607807,0.5991139164456775,8.789,3,3,5
4107,4107,-0.7225168538835675,-0.7130799368846771,-0.6838025164956741,-0.6907072877402914,7.163,2,0,5
4108,4108,-1.1781704586619672,-1.3383402748746396,-1.3043455568846072,-1.3573564494543877,6.718,2,0,7
4109,4109,0.7457003170690543,0.5285084485525359,0.4673497903127827,0.8599766318990191,8.237,0,0,3
4110,4110,0.9988412086126094,0.8590031986329449,0.9350054149537178,0.9469308703834671,8.591,2,4,2
4111,4111,-1.0009718345814786,-1.070371558593227,-1.0974978767549632,-1.053016614758822,7.018,2,1,6
4112,4112,-0.7478309430379231,-0.6773507747138221,-0.7017892712895558,-0.8066462723862213,7.188,3,3,6
4113,4113,0.6697580496059876,0.5821021918088181,0.6112438286638399,0.6715757818493834,8.675,2,5,5
4114,4114,1.1254116543843873,0.9393938135173687,0.8810451505720717,0.9904079896256899,9.001,3,3,4
4115,4115,1.074783476075676,0.9304615229746543,0.9080252827628952,0.9179461242219841,9.117,2,3,7
4116,4116,1.4544948133910096,1.118039624371644,1.0878928307017166,1.2222859589175497,8.765,2,3,3
4117,4117,-0.7984591213466342,-0.7577413895982458,-0.791723045258967,-0.8066462723862213,6.916,2,3,4
4118,4118,-0.8997154779640563,-0.9363872004525211,-0.9086369514192008,-0.9225852570321512,7.051,2,3,1
4119,4119,1.1507257435387428,0.8858000702610856,0.8540650183812483,0.932438497302725,8.629,3,4,2
4120,4120,-1.026285923735834,-1.1150330113067957,-1.0885044993580222,-1.096493734001046,6.39,2,3,5
4121,4121,-0.01372235756161222,0.037232468703278475,-0.009299211725094089,0.09188085861973458,8.08,3,1,5
4122,4122,-0.5959464081117898,-0.5076372544022603,-0.48594821376297004,-0.6327377954173266,7.949,4,0,6
4123,4123,0.3913030689080766,0.38559179986911557,0.41338952593113665,0.45419018563826513,8.187,4,4,2
4124,4124,-0.11497871417903449,2.234575942210864,2.167098118334645,2.0918283437620238,9.612,3,4,3
4125,4125,-0.5453182298030786,-0.4629758016886917,-0.431987949381324,-0.4733216915291733,7.527,2,0,5
4126,4126,-0.8237732105009897,-0.8024028423118144,-0.7737362904650844,-0.8211386454669622,7.169,2,5,7
4127,4127,0.6697580496059876,0.5642376107233908,0.602250451266899,0.6570834087686425,8.831,4,3,4
4128,4128,0.7203862279146988,0.6982219688640968,0.7281577348240736,0.6570834087686425,9.215,2,2,7
4129,4129,-0.7478309430379231,-0.7041476463419628,-0.692795893892615,-0.705199660821033,6.828,2,4,2
4130,4130,1.1507257435387428,0.8679354891756585,0.8001047539996022,0.932438497302725,8.512,3,4,3
4131,4131,-0.11497871417903449,0.010435597075137769,-0.02728596651897584,-0.08202761834916024,7.9,3,1,5
4132,4132,-0.5959464081117898,-0.4808403827741188,-0.4409813267782649,-0.5892606761751031,7.23,4,0,2
4133,4133,0.8722707628408322,0.7875448742912349,0.86305839577819,0.7875147664953133,8.442,4,5,2
4134,4134,-0.8237732105009897,-0.8024028423118144,-0.791723045258967,-0.8211386454669622,6.986,2,5,5
4135,4135,-1.1022281911989007,-1.2043559167339337,-1.1874316507243734,-1.2414174648084577,6.792,2,3,1
4136,4136,-0.11497871417903449,-0.0788873083520003,-0.02728596651897584,0.09188085861973458,7.738,4,3,2
4137,4137,-0.49469005149436746,-0.3736528962615544,-0.3510475528088545,-0.4298445722869493,7.356,2,1,2
4138,4138,-0.06435053587032336,-0.052090436723858796,-0.018292589122034963,0.06289611245825211,8.159,4,0,5
4139,4139,-0.06435053587032336,-0.016361274553003728,0.008687543068788462,0.019418993216028083,8.221,4,1,7
4140,4140,1.9607765964781205,1.305617725768633,1.3397073978160658,1.6280724051783042,8.84,0,5,3
4141,4141,-0.11497871417903449,-0.06995501780928592,-0.018292589122034963,-0.009565752945454387,7.763,2,5,7
4142,4142,0.6697580496059876,0.5374407390952494,0.4583564129158418,0.8164995126567951,8.252,0,2,3
4143,4143,-1.1022281911989007,-1.2579496599902158,-1.2413919151060204,-1.1254784801625286,6.136,1,0,3
4144,4144,0.644443960451632,0.5106438674671079,0.44936303551890094,0.6136062895264184,8.316,4,2,2
4145,4145,1.1000975652300318,0.9751229756882237,0.9350054149537178,0.9179461242219841,8.554,3,3,3
4146,4146,-0.11497871417903449,-0.06102272726657236,-0.009299211725094089,-0.11101236451064271,7.751,4,1,3
4147,4147,-0.11497871417903449,2.2167113611254368,2.158104740937704,2.1787825822464706,9.733,3,2,3
4148,4148,1.074783476075676,0.8947323608038,0.8810451505720717,0.9469308703834671,8.788,2,4,5
4149,4149,1.935462507323765,1.5199926987937624,1.5735352101365343,1.3237325704827387,9.172,4,0,3
4150,4150,-0.8237732105009897,-0.7666736801409593,-0.746756158274261,-0.8356310185477038,6.917,4,0,4
4151,4151,0.3913030689080766,0.2873366038992639,0.23352197799231514,0.6860681549301243,7.838,0,6,3
4152,4152,-1.2034845478163227,-1.329407984331926,-1.313338934281549,-1.4443106879388352,6.34,4,1,7
4153,4153,-1.152856369507612,-1.275814241075644,-1.2413919151060204,-1.3863411956158702,6.603,4,0,2
4154,4154,2.4923724687195867,1.7968937056178895,1.7354160032814732,1.787488509066457,9.67,2,1,2
4155,4155,0.6950721387603431,0.6178313539796731,0.6831908478393685,0.62809866260716,8.403,3,2,3
4156,4156,-0.06435053587032336,0.0550970497887064,-0.10822636309144532,0.07738848553899302,7.938,3,1,5
4157,4157,0.16347626651887676,0.04616475924599284,0.008687543068788462,0.3962206933153002,7.431,0,4,3
4158,4158,2.289859755484742,1.6271801853063277,1.699442493693709,1.6860418975012692,9.448,4,4,4
4159,4159,-0.8237732105009897,-0.8559965855680974,-0.845683309640613,-0.7486767800632564,6.813,4,0,5
4160,4160,0.644443960451632,0.635695935065101,0.6112438286638399,0.584621543364936,8.685,2,2,7
4161,4161,0.6697580496059876,0.5553053201806766,0.4943299225036061,0.6425910356879009,8.268,3,2,3
4162,4162,1.1760398326930983,1.010852137859079,1.0429259437170106,0.9179461242219841,8.83,2,4,4
4163,4163,1.251982100156165,1.0197844284017923,1.0609126985108932,1.0049003627064321,8.831,3,0,3
4164,4164,0.6697580496059876,0.7607480026630934,0.7101709800301911,0.49766730488048855,8.375,3,3,2
4165,4165,1.1760398326930983,1.010852137859079,0.9619855471445412,1.0483774819486549,9.129,2,1,5
4166,4166,-1.0769141020445452,-1.1864913356485058,-1.1694448959304917,-1.183447972485493,6.485,2,5,1
4167,4167,-0.49469005149436746,-0.4272466395178366,-0.3600409302057954,-0.4298445722869493,7.18,2,2,3
4168,4168,-1.2034845478163227,-1.383001727588209,-1.367299198663195,-1.3863411956158702,6.339,2,4,1
4169,4169,-0.8237732105009897,-0.8024028423118144,-0.8276965548467313,-0.8211386454669622,6.787,2,2,2
4170,4170,0.821642584532121,0.7250188404922383,0.6741974704424276,0.7440376472530892,8.706,3,3,5
4171,4171,-0.4440618731856566,-0.36472060571884,-0.33306079801497196,-0.3428903338025025,7.242,2,4,2
